placekey,safegraph_place_id,brands,location_name,street_address,city,region,postal_code,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts
zzw-222@628-xjc-z2k,sg:d58eb75e86264cbd9d2b402e70bfcf82,Lowe's,Lowe's,1094 N Colony Rd,Wallingford,CT,06492,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1816.0,1182.0
zzw-222@5pb-kt9-3qz,sg:122b3c5e682a4005afcc9c1a07977041,The Home Depot,The Home Depot,6301 Richfield Pkwy,Richfield,MN,55423,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1346.0,858.0
zzw-222@8sz-wft-47q,sg:fbac06f1951349ef843e170a0ca7f60d,Lowe's,Lowe's,1455 S Interstate 35,New Braunfels,TX,78130,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4799.0,2813.0
zzw-222@63v-4rg-fzz,sg:1d563ed4933d4b3ca23e111e14f06682,The Home Depot,The Home Depot,25879 Hoover Rd,Warren,MI,48089,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2494.0,1537.0
222-222@8gf-c55-ch5,sg:2eff14cf80314c598944b5c65795aee8,Lowe's,Lowe's,1601 W Floyd Baker Blvd,Gaffney,SC,29341,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3039.0,1523.0
222-222@5x4-6rk-gtv,sg:6b79c941de9644889816096965e334bb,The Home Depot,The Home Depot,1101 Kingswood Dr SW,Tumwater,WA,98512,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2867.0,1647.0
222-222@5z6-vwx-xbk,sg:6c56704f3bf046ec896f68f2a5f5edbe,Lowe's,Lowe's,3020 N Demaree St,Visalia,CA,93291,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2033.0,1087.0
222-222@5v8-9z4-v2k,sg:df4d1d7f969b447eaa97685813b64c8b,Lowe's,Lowe's,3595 W 11th Ave,Eugene,OR,97402,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1618.0,904.0
222-222@8fy-d9m-rff,sg:eae4d23929ae451a89ce065498e3428a,The Home Depot,The Home Depot,24201 Hwy 27,Lake Wales,FL,33859,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2358.0,1510.0
zzw-222@628-mx7-gp9,sg:05cefabce21b4e47aaaff1c97699b10f,The Home Depot,The Home Depot,1334 Route 9,Toms River,NJ,08755,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2751.0,1742.0
222-222@63h-gbt-d7q,sg:3f1e04100b39424088883c73bff69aa7,The Home Depot,The Home Depot,3775 Presidential Dr,Beavercreek,OH,45324,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2575.0,1496.0
222-222@5q9-bg4-t5f,sg:4eb124e3880948ab834434c19a49b8e1,The Home Depot,The Home Depot,3870 Quebec St,Denver,CO,80207,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,2689.0,1568.0
222-222@63j-f73-psq,sg:59c81067481748d4b2cd88c68ec56864,The Home Depot,The Home Depot,345 Springboro Pike,Miamisburg,OH,45449,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2776.0,1800.0
222-222@5qw-t3h-xwk,sg:bb0c35042e884f9097b4169232ef6ff8,The Home Depot,The Home Depot,2610 Fort Worth Ave,Dallas,TX,75211,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2924.0,1700.0
zzy-222@5pj-9m9-n89,sg:c4c6ad7f017f4b0cb35d3dedd9848e7d,Lowe's,Lowe's,1170 East Rendleman Rd,Carbondale,IL,62901,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2349.0,1477.0
222-222@8fc-tgz-cnq,sg:4172d9306c2d4e48904091ff834311e3,Lowe's,Lowe's,8383 Memorial Blvd,Port Arthur,TX,77640,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4026.0,2370.0
222-222@5nx-dqj-bff,sg:fe39d04b0e164362917a31d18fb4033a,Lowe's,Lowe's,812 25th Ave,Brookings,SD,57006,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1375.0,750.0
222-222@8f7-4fh-975,sg:c05da300d61e42559954496043cd9527,Lowe's,Lowe's,1886 Highway 1 S,Greenville,MS,38701,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2587.0,1347.0
zzw-222@5qs-zqq-68v,sg:27955aa930354452a07fd83a52be030b,The Home Depot,The Home Depot,1600 S Sooner Rd,Midwest City,OK,73110,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3491.0,2248.0
222-222@8gm-nfr-2hq,sg:30b0160fa7ea413b8212197e746cd15b,Lowe's,Lowe's,615 George Wallace Dr,Gadsden,AL,35903,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,5595.0,3025.0
222-222@8gp-vt5-yvz,sg:3b8c196187a848dfa8ef399a3d823d25,The Home Depot,The Home Depot,87 Golden Isles Plz,Dock Junction,GA,31520,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2844.0,1703.0
222-222@665-cbk-2c5,sg:d234f65481f14a7a971d54dbdb9a278c,Lowe's,Lowe's,300 Owens Rd,Brockport,NY,14420,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2036.0,1148.0
zzw-222@8td-msx-jn5,sg:9df968a5741a4e7a8d2bb69928e5d649,The Home Depot,The Home Depot,3400 N White Sands Blvd,Alamogordo,NM,88310,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,1178.0,650.0
zzw-222@63s-kpx-z9f,sg:390fde2603f6495889e68d892cfef196,The Home Depot,The Home Depot,801 N DuPont Hwy,Dover,DE,19901,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1516.0,999.0
zzw-222@8gd-3wj-4d9,sg:4d05dee0f7b9451c8d6e33e1c6e9585b,The Home Depot,The Home Depot,190 Marymeade Dr,Summerville,SC,29483,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3313.0,2013.0
222-222@8dj-k8h-49z,sg:701f17916a4846ef9e5bd31ecb15bea6,The Home Depot,The Home Depot,10550 Park Blvd,Seminole,FL,33772,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2590.0,1507.0
222-222@5w9-hny-bff,sg:abbb0dca20234f36b41f999cd02f5883,The Home Depot,The Home Depot,1100 S Progress Ave,Meridian,ID,83642,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,2589.0,1606.0
222-222@5s6-9w8-z4v,sg:bcc2a53708f04244bb1a7c84a1ebf555,The Home Depot,The Home Depot,317 Indian Ridge Blvd,Mishawaka,IN,46545,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1782.0,1237.0
zzw-222@628-jfq-x5z,sg:47f442f7925a4c8395ed009b69713aab,The Home Depot,The Home Depot,150 Pocono Cmns,Stroudsburg,PA,18360,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3446.0,2059.0
zzw-222@8fw-5tg-zmk,sg:4558e1079cd747339e5c8921a8497213,The Home Depot,The Home Depot,3030 SW 8th St,Miami,FL,33135,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,4298.0,2394.0
223-222@63s-9gd-c5z,sg:55f249f4b9924bb8bc789e6496fa1a55,Lowe's,Lowe's,25 Rohrerstown Rd,Lancaster,PA,17603,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2093.0,1370.0
222-222@63s-ypg-7yv,sg:eb03eb23c1274e10b0228e32e0e4b1e1,Lowe's,Lowe's,310 Eisenhower Dr,Hanover,PA,17331,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3053.0,1914.0
222-222@63r-trg-f4v,sg:134e3ccdd29c4b78b1f9dab8d5007b58,The Home Depot,The Home Depot,7486 Stream Walk Ln,Bull Run,VA,20109,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1343.0,845.0
222-222@629-mmd-7h5,sg:633f0684bb3c4c04be75ace7f2306edb,Lowe's,Lowe's,1941 South Rd,Poughkeepsie,NY,12601,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1567.0,1055.0
222-222@5py-hxd-4jv,sg:b078bd097f37409dbddab9aa5303aed0,Lowe's,Lowe's,1421 Keene Rd,Nicholasville,KY,40356,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2753.0,1356.0
222-222@63p-h47-9vf,sg:d5d8a198511e4925a3d432a0fb24f53d,Lowe's,Lowe's,100 Commons Dr,Du Bois,PA,15801,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1466.0,950.0
222-222@63c-kmg-wx5,sg:15511bd487f540bea153145afdf81108,Lowe's,Lowe's,2 Walton Dr,Parkersburg,WV,26101,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2352.0,1211.0
222-222@5qw-jnt-x5z,sg:511e505ce6b347c9a501b728ddc2b6ad,The Home Depot,The Home Depot,7100 North Fwy,Fort Worth,TX,76137,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,7318.0,4368.0
222-222@8gb-72k-g49,sg:79b2b854879b4b61ae98f178102f8ab9,Lowe's,Lowe's,575 Molly Ln,Woodstock,GA,30189,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3704.0,2301.0
222-222@5qs-zn6-ckf,sg:b77ed1fe520540a29f868721799cdba9,The Home Depot,The Home Depot,7620 NW Expressway,Oklahoma City,OK,73132,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4214.0,2517.0
222-222@8f6-v6g-q2k,sg:1fccf0dba8fa4f50b3a34fcced58330c,Lowe's,Lowe's,910 E County Line Rd,Ridgeland,MS,39157,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1780.0,1110.0
zzw-222@5vg-85b-jd9,sg:8127f2535429480498d7605eaff717d5,The Home Depot,The Home Depot,1933 Davis St,San Leandro,CA,94577,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,473.0,405.0
222-222@8g9-693-w49,sg:b11029b14be345058a48a14626fe0be1,Lowe's,Lowe's,510 Neal St,Cookeville,TN,38501,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,5193.0,2835.0
zzw-222@5vh-s9z-zpv,sg:6324f312459f4508b82525b3bbc37e4b,The Home Depot,The Home Depot,3818 E Hammer Ln,Stockton,CA,95212,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1972.0,1198.0
zzy-222@8fz-s9f-5j9,sg:9c33500817cd4ddd8706ba432f7e2539,The Home Depot,The Home Depot,1400 Waterford Place,Delray Beach,FL,33444,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2628.0,1631.0
224-222@627-w7m-xwk,sg:d198bb52889944109e3f0409a1416ace,The Home Depot,The Home Depot,3700 State Route 35,Hazlet,NJ,07730,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2953.0,1742.0
222-222@8gb-fx6-vxq,sg:f4117d864a0c48deae681499ae4d9fc9,Lowe's,Lowe's,2211 N Jackson St,Tullahoma,TN,37388,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2851.0,1633.0
222-222@63j-x48-kmk,sg:0e4affe232b645b8acbab33d943fa9b6,The Home Depot,The Home Depot,5200 N Hamilton Rd,Columbus,OH,43230,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2111.0,1348.0
zzw-222@5z6-9x4-b49,sg:24913e5b488f47f7979ba654c52d7edb,The Home Depot,The Home Depot,79900 Highway 111,La Quinta,CA,92253,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,977.0,641.0
222-222@8dj-jpc-kcq,sg:2af80188b33642629e4a9b14c797f0aa,Lowe's,Lowe's,7301 Park Blvd N,Pinellas Park,FL,33781,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2177.0,1283.0
222-222@8t8-cr3-bx5,sg:f682733845b94fa19aeca23bf0545d92,The Home Depot,The Home Depot,409 N Jackson Rd,Pharr,TX,78577,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3814.0,2478.0
222-222@8dj-ffx-r8v,sg:909a5523169e4f9db0f839dbae13c8ac,The Home Depot,The Home Depot,17601 Bruce B Downs Blvd,Tampa,FL,33647,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3773.0,2232.0
zzw-222@8gj-z3s-cnq,sg:1fbcfbb965e348a3afe26a73c4578acb,Lowe's,Lowe's,135 Business Park Rd,DeFuniak Springs,FL,32435,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2630.0,1374.0
zzw-222@8g7-2p8-qvf,sg:21f8f38badc546308076b693a11b45fd,The Home Depot,The Home Depot,1670 Scenic Hwy N,Snellville,GA,30078,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3148.0,2034.0
222-222@5r7-vyp-dd9,sg:90e35ae03e684263adffbfd1c0b450e5,Lowe's,Lowe's,2131 S Main St,Grove,OK,74344,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2727.0,1441.0
222-222@5z9-dmt-wtv,sg:3515b6b6184d4696a6651bfcbc51c0c5,The Home Depot,The Home Depot,660 Highway 95,Bullhead City,AZ,86429,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1314.0,840.0
222-222@5sb-94k-dn5,sg:6b72294ff04946858ddcf5cf18fd76cb,The Home Depot,The Home Depot,6930 Argus Dr,Rockford,IL,61107,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2772.0,1807.0
zzw-222@627-spg-k75,sg:d566001bb5084356bfa1dd8839d99de7,Lowe's,Lowe's,206 Route 303,Orangeburg,NY,10962,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2823.0,1698.0
222-222@8f4-wx8-rrk,sg:dee747d8c59f47479cfbe6eb5e778ffc,The Home Depot,The Home Depot,1680 Elizabeth Blvd,Biloxi,MS,39532,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2587.0,1591.0
zzw-223@63s-xh5-f4v,sg:f41e43f4cf974c70ae7ef63e6839244c,The Home Depot,The Home Depot,4200 Derry St,Lawnton,PA,17111,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1895.0,1275.0
zzw-223@8g9-xnf-yjv,sg:c9e2f54eb4d344a8a8dc2ac742d9aae7,The Home Depot,The Home Depot,2751 Schaad Rd,Knoxville,TN,37921,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3954.0,2309.0
zzw-222@8g6-yn3-vvf,sg:1c5a98fc872241f195e433547b381f97,The Home Depot,The Home Depot,2295 Lawrenceville Hwy,Decatur,GA,30033,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2945.0,1758.0
222-222@63r-b7p-whq,sg:493d51583b344f889f6dff89e0e6b549,The Home Depot,The Home Depot,601 E Ordnance Rd,Glen Burnie,MD,21060,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2410.0,1446.0
zzw-222@8sy-qy6-c89,sg:4a189ff088804475aec01aa240546dff,The Home Depot,The Home Depot,1307 Mormon Mill Rd,Marble Falls,TX,78654,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2226.0,1298.0
222-222@63v-6rw-52k,sg:acf4c5cf8961448e8350c5e66c0e67e0,Lowe's,Lowe's,646 Midway Blvd,Elyria,OH,44035,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1899.0,1054.0
222-222@5z4-vsm-6tv,sg:dff7e5fdc272498b832cdc51f71ff874,Lowe's,Lowe's,13500 Paxton St,Pacoima,CA,91331,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2770.0,1887.0
222-222@5qv-xjd-yjv,sg:13de33a1eccd4818b42c2e6dedf12397,The Home Depot,The Home Depot,2220 N Coit Rd,Richardson,TX,75080,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2804.0,1650.0
222-222@8dj-jsc-jjv,sg:613a8a0203a34981ba75e55e136a1595,Lowe's,Lowe's,11101 Ulmerton Rd,Largo,FL,33778,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2357.0,1487.0
222-222@8gb-s2n-kcq,sg:663042a34622460c8c15afe62e7edd19,The Home Depot,The Home Depot,230 Steven B Tanger Blvd,Commerce,GA,30529,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,4707.0,2579.0
222-222@5r5-gqh-jjv,sg:8d2168d3465541d99885a11345ce6ec5,Lowe's,Lowe's,11959 E Kellogg Dr,Wichita,KS,67207,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3094.0,1842.0
222-222@63s-2xt-xdv,sg:bfa79c1a2e244aee832f1c8e12bef7e8,Lowe's,Lowe's,4401 Pouncey Tract Rd,Short Pump,VA,23060,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2913.0,1777.0
222-222@63g-hj4-d35,sg:18cf945ea18a4fcc89a46334cf0d8d68,Lowe's,Lowe's,165 Camp Creek Pkwy,Zion Crossroads,VA,22942,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2049.0,1254.0
zzw-222@8t2-6nb-8sq,sg:d68942fe547d4c5590c1ddfb4943e430,Lowe's,Lowe's,651 Loop 534,Kerrville,TX,78028,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2269.0,1287.0
223-222@5z9-phm-bkz,sg:3cf7d173c3734a35bd8eb402838073db,The Home Depot,The Home Depot,1325 W Route 66,Flagstaff,AZ,86001,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2148.0,1392.0
223-222@662-3kx-4jv,sg:901481c1c5384705b62a32114c54507c,The Home Depot,The Home Depot,296 Plainfield Rd,Lebanon,NH,03784,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1373.0,820.0
222-222@63r-vb3-s3q,sg:05ea33aed4604ae79bba4a0585cdf177,The Home Depot,The Home Depot,1651 Reston Pkwy,Reston,VA,20194,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1401.0,900.0
222-222@64g-cw7-j35,sg:8e0fc0b74d30487eb3f897526d51438d,The Home Depot,The Home Depot,2324 Elson Green Ave,Virginia Beach,VA,23456,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3083.0,1692.0
222-222@63j-x9j-8n5,sg:c80142b6d0be4b7683b261fcbebc5860,The Home Depot,The Home Depot,100 S Grener Ave,Lincoln Village,OH,43228,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2348.0,1477.0
zzw-222@5pn-k6n-y9z,sg:1024d38110e54079a6bba1aaf1c85b4e,The Home Depot,The Home Depot,224 S Royal Oaks Blvd,Franklin,TN,37064,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3533.0,1948.0
222-222@5z4-qrt-wff,sg:71ae4adee3b14a319d941002030b1728,Lowe's,Lowe's,29335 Central Ave,Lake Elsinore,CA,92532,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2220.0,1495.0
222-222@8tf-qw8-rff,sg:d1eea40f4fc646608f6ab6d68715c257,Lowe's,Lowe's,12100 Montana Ave,El Paso,TX,79938,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,2895.0,1788.0
223-222@5z4-rs7-dsq,sg:ffe30f7cd8ef445a9301494ae707a46e,The Home Depot,The Home Depot,6200 Irvine Blvd,Irvine,CA,92620,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,288.0,187.0
222-222@63k-79g-rp9,sg:1699636ed87f4b22b98ea530a34dbc51,Lowe's,Lowe's,2105 N Main St,Bluffton,IN,46714,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2060.0,991.0
222-222@8g7-483-m6k,sg:4307fe45ea6544da97b419c16cdf7905,Lowe's,Lowe's,1280 Caroline St NE,Atlanta,GA,30307,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1748.0,1182.0
222-222@8fc-8pf-54v,sg:7f34de27f42647d2a33d67b40db0ca36,Lowe's,Lowe's,1655 W FM 646 Rd,League City,TX,77573,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3456.0,2170.0
zzw-222@5r5-7p5-j9z,sg:d4058d43a0a5448597c04b1d0c7a86b4,The Home Depot,The Home Depot,1907 E 17th Ave,Hutchinson,KS,67501,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1856.0,1105.0
222-222@5nw-hm5-3nq,sg:f5648166f1264e75804c6398762921cd,Lowe's,Lowe's,5758 Sunnybrook Dr,Sioux City,IA,51106,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2141.0,1421.0
222-222@5z7-s54-hyv,sg:1d8ca7d38d15435baa63bd377b45d3ef,Lowe's,Lowe's,7651 N Blackstone Ave,Fresno,CA,93720,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2936.0,1951.0
222-222@8dg-kqx-v2k,sg:2d9934b8aeb24d9abc799022ca1914b8,Lowe's,Lowe's,8040 Dani Dr,Fort Myers,FL,33966,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2878.0,1793.0
222-222@62m-dzj-rx5,sg:e0ff3ff7ded847389d2d8a383f5a8619,Lowe's,Lowe's,48 Lowes Dr,Tilton Northfield,NH,03276,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1267.0,750.0
zzw-222@5pm-vcy-tjv,sg:04d70623f6ae46b1866bea7cbc09e7d1,The Home Depot,The Home Depot,1120 Vann Dr,Jackson,TN,38305,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1987.0,1279.0
zzw-222@5s6-wdq-tvz,sg:8469e57426c645a28bd7620677d52121,Lowe's,Lowe's,30547 Lyon Center Dr E,New Hudson,MI,48165,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2082.0,1315.0
222-222@8g9-jc5-v75,sg:d6d4637b25d44819a6680ada7dd98fa5,Lowe's,Lowe's,2744 W Andrew Johnson Hwy,Morristown,TN,37814,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3381.0,1894.0
222-222@5s7-2h7-87q,sg:e853d2b9d5624be6b0e7ac90e356fb2b,Lowe's,Lowe's,8550 Highland Rd,White Lake,MI,48386,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2372.0,1551.0
zzw-222@63j-8z3-kmk,sg:05eef2cb886a40be936d93add6ccc95b,The Home Depot,The Home Depot,5203 Bardes Rd,Mason,OH,45040,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2949.0,1794.0
222-222@5z5-s87-4n5,sg:45490c62414d4e24be8e1bd0a96b7205,The Home Depot,The Home Depot,298 Fletcher Pkwy,El Cajon,CA,92020,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,4268.0,2426.0
zzw-222@63g-qn5-wkz,sg:90251ea59e0f4a9cbc10e85cd479009f,Lowe's,Lowe's,2601 Weir Pl,Chester,VA,23831,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2884.0,1667.0
zzw-222@8gq-c3r-fxq,sg:ccf4b9f9714440cbbfcdc9633457886f,Lowe's,Lowe's,13705 N US Highway 441,Lady Lake,FL,32159,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2219.0,1396.0
222-222@5pj-5qn-zpv,sg:49fb759f19504bed9006fc0d01619670,The Home Depot,The Home Depot,2500 Troy Rd,Edwardsville,IL,62025,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2859.0,1716.0
222-222@8t2-6nc-2tv,sg:96d054abc1e14228ab8aeeaece8461c5,The Home Depot,The Home Depot,1789 Sidney Baker St,Kerrville,TX,78028,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2635.0,1517.0
222-222@8f2-sqt-j7q,sg:c3c30abee8a1496bbffc319f4affc42d,The Home Depot,The Home Depot,2530 S Jefferson Ave,Mount Pleasant,TX,75455,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2217.0,1314.0
222-222@8tm-p98-t35,sg:5bc3a3d794ce46d897c78ea5757440fb,Lowe's,Lowe's,6200 Paseo Del Norte,Albuquerque,NM,87113,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,2112.0,1334.0
zzw-222@627-tzq-mrk,sg:7976aa4b03e943e99b9cc2a264a704c5,Lowe's,Lowe's,150 State Rt 17,East Rutherford,NJ,07073,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2324.0,1601.0
zzw-222@8gb-6zp-94v,sg:a20ac7b419954a2e9ce0883cd19a08a4,The Home Depot,The Home Depot,1655 Shiloh Rd NW,Kennesaw,GA,30144,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3669.0,2053.0
zzw-222@5z4-rj5-xbk,sg:1f25f2f717d44e04a9833fd39bb58b5f,Lowe's,Lowe's,6413 Pats Ranch Rd,Jurupa Valley,CA,91752,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2426.0,1632.0
zzw-222@5ny-js8-ffz,sg:86a59f0a2c0c4918963884076fe8da88,The Home Depot,The Home Depot,3101 Manawa Centre Dr,Council Bluffs,IA,51501,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2549.0,1591.0
222-222@8gf-zc5-ct9,sg:e0e44b4013d1434b8ec139b2cf06ebfb,Lowe's,Lowe's,1120 E Dixie Dr,Asheboro,NC,27203,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3669.0,1950.0
zzw-222@63q-s7z-q9f,sg:719a142bbc704fc1841de879e52a92c5,Lowe's,Lowe's,8150 Transit Rd,Williamsville,NY,14221,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2174.0,1366.0
222-222@5qv-v77-ffz,sg:870fcc57e1f34ae685e30cd94797cc85,Lowe's,Lowe's,501 S Plano Rd,Richardson,TX,75081,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1.0,1.0
zzw-222@66b-ff9-n3q,sg:e51211a966a848b6b45739aadcead58d,The Home Depot,The Home Depot,895 Meadow St,Littleton,NH,03561,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1020.0,589.0
zzw-222@63r-9k5-wx5,sg:50cf26711b7c4186898ee7c54120fc55,Lowe's,Lowe's,501 Glebe Rd,Easton,MD,21601,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2283.0,1283.0
zzy-222@8dk-mt6-6kz,sg:36cb43a422b1454993801eb7c16eef40,The Home Depot,The Home Depot,5820 State Route 64 E,Bradenton,FL,34208,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,891.0,720.0
zzy-222@8gb-ky4-fvf,sg:6e54f82abfa54f01a680888c540079e4,The Home Depot,The Home Depot,17 Highway 515,Blairsville,GA,30512,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3171.0,1725.0
zzw-222@8g7-2p7-q9f,sg:ee0b3c716f294435bb713f4758630450,Lowe's,Lowe's,1615 Scenic Hwy N,Snellville,GA,30078,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3606.0,2393.0
zzw-222@5z4-rdv-v2k,sg:1e4f9acc895844d381c1b08a77b4aa9f,The Home Depot,The Home Depot,600 S Harbor Blvd,La Habra,CA,90631,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2659.0,1521.0
